,file_id,user_id,subforum_id,num_contexts,label,text,new_label,textidx,lengths
1731,14302429_1,576731,1380,0,noHate,"i had to ride a bus downtown in the mid 70s , to take the test for my ham radio license .",1,"[5, 94, 6, 1099, 8, 796, 2392, 10, 3, 2296, 5720, 4, 6, 174, 3, 873, 16, 29, 3610, 644, 3073, 2]",22
1732,14302429_2,576731,1380,0,noHate,"i got stuck next to a really huge black woman who stunk to high heaven , and spent the entire ride with my face as close to the window as i could get .",1,"[5, 121, 3579, 259, 6, 8, 199, 774, 76, 302, 66, 4411, 6, 289, 2160, 4, 7, 1065, 3, 1173, 1099, 27, 29, 487, 35, 595, 6, 3, 1488, 35, 5, 134, 64, 2]",34
1733,14302429_3,576731,1380,0,noHate,i have n't rode a bus since .,1,"[5, 18, 41, 8878, 8, 796, 252, 2]",8
1734,14302429_4,576731,1380,0,noHate,i plan on making a trip to kalispell in early august .,1,"[5, 729, 19, 613, 8, 1868, 6, 1536, 10, 751, 2329, 2]",12
1735,14302429_5,576731,1380,1,noHate,"thanks for the commentary mjodr , now i 'm getting excited !",1,"[271, 16, 3, 3611, 4412, 4, 112, 5, 45, 81, 377, 2815, 24]",13
1736,14302695_1,572095,1380,0,noHate,"i just passed devil ' s lake , nd where the flooding is .",1,"[5, 44, 1530, 2393, 45, 182, 1568, 4, 3612, 124, 3, 3074, 11, 2]",14
1737,14302695_2,572095,1380,0,noHate,it 's massive .,1,"[12, 25, 1207, 2]",4
1738,14302695_3,572095,1380,0,noHate,they are moving the town of church 's falls .,1,"[20, 17, 923, 3, 254, 9, 880, 25, 2540, 2]",10
1739,14302695_4,572095,1380,0,noHate,no pictures yet .,1,"[73, 498, 361, 2]",4
1740,14302798_1,573309,1380,1,hate,call the jackass and tell him about hundreds of thousands of foreign nationals who have invaded our country and laid seige to our cities on may 1 .,2,"[421, 3, 8879, 7, 292, 169, 55, 669, 9, 692, 9, 1033, 4413, 66, 18, 4182, 74, 152, 7, 2835, 8880, 6, 74, 898, 19, 285, 270, 2]",28
1741,14406483_1,576106,1375,0,noHate,very good .,1,"[118, 80, 2]",3
1742,14406483_2,576106,1375,0,noHate,hats off to the knight 's party !,1,"[8881, 170, 6, 3, 2533, 25, 465, 24]",8
1743,14406483_3,576106,1375,0,noHate,for more on the knight 's party .,1,"[16, 77, 19, 3, 2533, 25, 465, 2]",8
1744,14406483_4,576106,1375,1,noHate,welcome to the ku klux klan : knights party,1,"[278, 6, 3, 2310, 2311, 1017, 43, 1772, 465]",9
1745,14406515_1,572317,1375,0,noHate,this looks like a nice little town ( on paper ) .,1,"[22, 309, 36, 8, 335, 201, 254, 56, 19, 931, 54, 2]",12
1746,14406515_2,572317,1375,0,noHate,"lumberton , texas in hardin county .",1,"[8882, 4, 608, 10, 8883, 484, 2]",7
1747,14406515_3,572317,1375,0,noHate,"as of 2009 11,943 people 92.9 % white 4.7 % hispanic .9 % mixed .7 % asian .4 % black .3 % american indian .04 % other race alone median income is $ 66,115 .",1,"[35, 9, 1149, 8884, 52, 8885, 150, 23, 8886, 150, 935, 8887, 150, 494, 8888, 150, 398, 8889, 150, 76, 8890, 150, 291, 1462, 8891, 150, 89, 113, 417, 8892, 5721, 11, 284, 8893, 2]",35
1748,14406515_4,572317,1375,0,noHate,i found this place because i was looking up kountze ( same county ) .,1,"[5, 236, 22, 224, 105, 5, 28, 167, 59, 5722, 56, 144, 484, 54, 2]",15
1749,14406515_5,572317,1375,0,noHate,their cheerleaders went to court for their first amendment rights in putting bible verses on their football game banners & won .,1,"[42, 8894, 219, 6, 1076, 16, 42, 160, 3075, 1516, 10, 1253, 990, 3613, 19, 42, 656, 771, 8895, 132, 1846, 2]",22
1750,14406515_6,572317,1375,0,noHate,"kountze is ~ 70 % white , 23 % black , & 5 % hispanic , so i looked in the area. in a good way. source : city data",1,"[5722, 11, 1204, 1517, 150, 23, 4, 3076, 150, 76, 4, 132, 359, 150, 935, 4, 49, 5, 646, 10, 3, 205, 2, 10, 8, 80, 120, 2, 1042, 43, 262, 2655]",32
1751,14406667_1,575512,1375,0,noHate,this is a petition in opposition to the banning of golden dawn .,1,"[22, 11, 8, 2394, 10, 4414, 6, 3, 3355, 9, 1537, 2161, 2]",13
1752,14406667_2,575512,1375,0,noHate,"show your support for golden dawn and sign the petition , https : //secure.avaaz.org/en/petition ... _ free _ country/",1,"[173, 50, 370, 16, 1537, 2161, 7, 866, 3, 2394, 4, 215, 43, 8896, 72, 2041, 72, 2394, 60, 228, 222, 228, 8897]",23
1753,14408097_1,580176,1375,0,noHate,thanks both of you for that .,1,"[271, 399, 9, 14, 16, 13, 2]",7
1754,14408097_2,580176,1375,0,noHate,i have seen these things popping up more and more on youtube and i like it .,1,"[5, 18, 218, 100, 268, 4415, 59, 77, 7, 77, 19, 67, 7, 5, 36, 12, 2]",17
1755,14408097_3,580176,1375,0,noHate,and nice website also,1,"[7, 335, 624, 148]",4
1756,14409999_1,578693,1375,0,noHate,you are not worth my time kid so this is the last answer you will get from me because you are now on my ignore list as are the rest of the losers that stayed with jenkins .,1,"[14, 17, 33, 925, 29, 90, 381, 49, 22, 11, 3, 157, 1125, 14, 47, 64, 48, 58, 105, 14, 17, 112, 19, 29, 1240, 677, 35, 17, 3, 539, 9, 3, 5723, 13, 1880, 27, 8898, 2]",38
1757,14410096_1,576933,1375,0,noHate,i run a small crew of skinheads in the vancouver / portland area .,1,"[5, 412, 8, 362, 2839, 9, 1684, 10, 3, 1318, 72, 8899, 205, 2]",14
1758,14410096_2,576933,1375,0,noHate,"we distribute propaganda , educate people , help whites , employ whites , post online , network , keep our neighborhoods safe , etc ...",1,"[37, 3077, 826, 4, 1224, 52, 4, 321, 84, 4, 5724, 84, 4, 186, 546, 4, 1430, 4, 244, 74, 2395, 1018, 4, 340, 60]",25
1759,14410722_1,572095,1375,0,noHate,move the fight over to the other thread .,1,"[405, 3, 349, 129, 6, 3, 89, 178, 2]",9
1760,14410722_2,572095,1375,0,noHate,let 's keep fights under one roof over there and keep this one fight free .,1,"[184, 25, 244, 2052, 427, 62, 3575, 129, 40, 7, 244, 22, 62, 349, 222, 2]",16
1761,14411259_1,587961,1375,0,hate,charlton heston is rolling over in his grave knowing an ape has been elected to the white house .,2,"[8900, 8901, 11, 5725, 129, 10, 119, 2396, 1970, 78, 999, 83, 88, 3043, 6, 3, 23, 265, 2]",19
1762,14411259_2,587961,1375,0,noHate,planet of the apes .,1,"[690, 9, 3, 885, 2]",5
1763,14411537_1,573463,1375,0,noHate,"if anyone wants to watch sports , whether white or non-white , let them .",1,"[39, 151, 534, 6, 181, 679, 4, 1153, 23, 38, 175, 15, 23, 4, 184, 53, 2]",17
1764,14411537_2,573463,1375,0,noHate,the only sports i watch are the 99 % white leagues my 6 white grandchildren play in .,1,"[3, 96, 679, 5, 181, 17, 3, 2095, 150, 23, 8902, 29, 545, 23, 5726, 725, 10, 2]",18
1765,14412073_1,577734,1375,0,noHate,good.,1,"[80, 2]",2
1766,14412073_2,577734,1375,3,noHate,"now that the little troll is no longer going to nip at my pant 's leg , lets now look at the platform :",1,"[112, 13, 3, 201, 1643, 11, 73, 946, 141, 6, 8903, 46, 29, 5580, 25, 4416, 4, 691, 112, 147, 46, 3, 2656, 43]",24
1767,14412313_1,573432,1375,0,noHate,why do you have the need to celebrate anyone 's birthday that day anyway ?,1,"[164, 30, 14, 18, 3, 138, 6, 2037, 151, 25, 1932, 13, 117, 626, 21]",15
1768,14412313_2,573432,1375,0,noHate,i plan on celebrating being white that entire 24 hours .,1,"[5, 729, 19, 2146, 158, 23, 13, 1173, 2488, 740, 2]",11
1769,14412313_3,573432,1375,0,noHate,there is no greater reason to be joyous than that .,1,"[40, 11, 73, 4417, 423, 6, 32, 8904, 107, 13, 2]",11
1770,14412874_1,576945,1375,0,noHate,this is a special thanks to all those who had the patience to wait it out while i constructed this article .,1,"[22, 11, 8, 1438, 271, 6, 31, 110, 66, 94, 3, 4418, 6, 411, 12, 51, 230, 5, 5684, 22, 620, 2]",22
1771,14414022_1,587324,1375,1,noHate,"and that small group , properly radicalized , is the target audience of our propaganda efforts and shall be the nucleus of the new order of the ages",1,"[7, 13, 362, 253, 4, 1239, 8905, 4, 11, 3, 1946, 3329, 9, 74, 826, 3614, 7, 1087, 32, 3, 8906, 9, 3, 98, 703, 9, 3, 1439]",28
1772,14414086_1,581032,1375,0,noHate,no figures are available because none are made public .,1,"[73, 1390, 17, 1232, 105, 636, 17, 274, 332, 2]",10
1773,14414086_2,581032,1375,0,noHate,it is certainly enough money to keep hundreds of jews employed by over a dozen companies involved in the certification process .,1,"[12, 11, 1004, 322, 305, 6, 244, 669, 9, 190, 5727, 71, 129, 8, 1535, 1854, 1151, 10, 3, 8907, 2821, 2]",22
1774,14415147_1,611942,1375,0,hate,hey guys please go here to help us send the mexicans back to mexico .,2,"[325, 428, 247, 87, 68, 6, 321, 111, 342, 3, 1266, 102, 6, 1464, 2]",15
1775,14415147_2,611942,1375,0,noHate,we 're also looking for people to sign our petition and give their opinions on the topic .,1,"[37, 161, 148, 167, 16, 52, 6, 866, 74, 2394, 7, 257, 42, 2657, 19, 3, 1355, 2]",18
1776,14415147_3,611942,1375,0,noHate,http://www.getmycountryback.com,1,[8908],1
1777,14416862_1,572570,1375,0,noHate,"strong, firm parents who bring up their children with values are a good breeding ground for future leaders .",1,"[963, 4, 4419, 391, 66, 682, 59, 42, 202, 27, 1334, 17, 8, 80, 1513, 802, 16, 430, 2993, 2]",20
1778,14416862_2,572570,1375,0,noHate,"we ought to give this material a better edge for their advancement in life , business and politics !",1,"[37, 3608, 6, 257, 22, 1719, 8, 279, 3078, 16, 42, 4410, 10, 307, 4, 1024, 7, 1242, 24]",19
1779,14418116_1,573635,1375,0,noHate,"yeah, it surprised me .",1,"[414, 4, 12, 928, 58, 2]",6
1780,14418116_2,573635,1375,0,noHate,wisconsin should have way more than what this map shows .,1,"[2162, 101, 18, 120, 77, 107, 69, 22, 1635, 488, 2]",11
1781,14418116_3,573635,1375,0,noHate,i guess most of them keep to themselves .,1,"[5, 330, 156, 9, 53, 244, 6, 358, 2]",9
1782,14420818_1,573776,1375,0,noHate,"that's a good point , awake777 .",1,"[13, 25, 8, 80, 385, 4, 5728, 2]",8
1783,14420818_2,573776,1375,0,noHate,"turn off all pop-up blockers , zone alarm , and so on .",1,"[476, 170, 31, 1681, 15, 59, 5729, 4, 2537, 3079, 4, 7, 49, 19, 2]",15
1784,14420818_3,573776,1375,0,noHate,kogo 's online radio software is blocked by many of these blockers .,1,"[8909, 25, 546, 644, 8910, 11, 4139, 71, 114, 9, 100, 5729, 2]",13
1785,14421220_1,573912,1375,0,noHate,i hope we 're above that sort of thing .,1,"[5, 163, 37, 161, 661, 13, 792, 9, 185, 2]",10
1786,14421220_2,573912,1375,0,noHate,besides anyone really concerned about privacy and security will regularly scan for and remove any spyware on their computers .,1,"[1885, 151, 199, 1858, 55, 4420, 7, 822, 47, 5730, 5731, 16, 7, 1802, 103, 8911, 19, 42, 4236, 2]",20
1787,14426865_1,593311,1375,1,noHate,well i was thinking human and i agree i think there could be some good in it providing it was wortrh it !,1,"[109, 5, 28, 660, 711, 7, 5, 719, 5, 92, 40, 134, 32, 75, 80, 10, 12, 3309, 12, 28, 8912, 12, 24]",23
1788,14426968_1,573750,1375,0,noHate,"thanks, but i 'll pass .",1,"[271, 4, 34, 5, 165, 522, 2]",7
1789,14426968_2,573750,1375,3,noHate,i work in close proximity to more of them than i care to .,1,"[5, 242, 10, 595, 8913, 6, 77, 9, 53, 107, 5, 392, 6, 2]",14
1790,14426968_3,573750,1375,3,noHate,i watch very little television and what little i do watch sure as hell wo n't be spent as a study of the common * * * * * * s psyche .,1,"[5, 181, 118, 201, 1025, 7, 69, 201, 5, 30, 181, 243, 35, 315, 471, 41, 32, 1065, 35, 8, 1134, 9, 3, 846, 65, 65, 65, 65, 65, 65, 182, 8914, 2]",33
1791,14432575_1,573739,1375,0,noHate,or a classified section for employment or contract services .,1,"[38, 8, 4421, 635, 16, 3505, 38, 4422, 3615, 2]",10
1792,14432575_2,573739,1375,0,noHate,actual names and places could be transmitted using the private message function .,1,"[1302, 1286, 7, 578, 134, 32, 5732, 527, 3, 1126, 386, 3500, 2]",13
1793,14435794_1,573756,1375,0,noHate,we had about 500 people in dc last year for a rally and concert and several dozen more at a rally the same day in topeka .,1,"[37, 94, 55, 2658, 52, 10, 3080, 157, 143, 16, 8, 1414, 7, 3616, 7, 569, 1535, 77, 46, 8, 1414, 3, 144, 117, 10, 5733, 2]",27
1794,14435794_2,573756,1375,0,noHate,"the dc rally was organized by the national alliance but lots of other groups and non-members were there as well , the topeka rally was a joint wcotc/national socialist rally .",1,"[3, 3080, 1414, 28, 2929, 71, 3, 591, 1767, 34, 457, 9, 89, 615, 7, 175, 15, 518, 93, 40, 35, 109, 4, 3, 5733, 1414, 28, 8, 8915, 8916, 72, 591, 4387, 1414, 2]",35
1795,14439474_1,572825,1375,0,noHate,i think that it is fair to say that the national alliance is a secular organization that has taken a specific stance against multicultural christianity for political reasons and has also had prominent members who have promoted non-christian religions or spiritual paths .,1,"[5, 92, 13, 12, 11, 1894, 6, 106, 13, 3, 591, 1767, 11, 8, 5734, 1148, 13, 83, 571, 8, 1697, 8917, 232, 2397, 2398, 16, 1233, 1307, 7, 83, 148, 94, 5699, 518, 66, 18, 5735, 175, 15, 540, 5736, 38, 3617, 5737, 2]",45
1796,14439584_1,605459,1375,0,hate,"the kikes probably put the leftist up to it , to make it seem like they do n't have total control of everyone .",2,"[3, 2845, 318, 191, 3, 2399, 59, 6, 12, 4, 6, 149, 12, 799, 36, 20, 30, 41, 18, 899, 698, 9, 345, 2]",24
1797,14652439_1,572445,1371,0,noHate,this is just some horny dumb kid .,1,"[22, 11, 44, 75, 8918, 662, 381, 2]",8
1798,14652439_2,572445,1371,0,noHate,"we have more than a few of them , but thankfully not every kid here is like this .",1,"[37, 18, 77, 107, 8, 108, 9, 53, 4, 34, 4100, 33, 140, 381, 68, 11, 36, 22, 2]",19
1799,14652439_3,572445,1371,5,noHate,the philippines ?,1,"[3, 8919, 21]",3
1800,14652439_4,572445,1371,5,noHate,jesus christ ...,1,"[707, 969, 60]",3
1801,14653236_1,572203,1371,1,noHate,look at that evil slave ship with the evil slave master forcing the blacks to leave their utopian paradise in africa http://www.europeandailynews.org/wp-...anmigrants.jpg,1,"[147, 46, 13, 773, 3081, 2659, 27, 3, 773, 3081, 2660, 1803, 3, 135, 6, 479, 42, 5738, 4423, 10, 295, 8920]",22
1802,14658183_1,572285,1371,0,hate,as a brit my knowledge of american law is somewhat lacking but even i know that this holder groid has committed treason,2,"[35, 8, 3376, 29, 1852, 9, 291, 536, 11, 2492, 5739, 34, 128, 5, 85, 13, 22, 5740, 1179, 83, 1961, 4424]",22
1803,14658330_1,573188,1371,0,noHate,i have never heard a song by this idiot negro but the press is always talking about everything he says or does .,1,"[5, 18, 131, 250, 8, 525, 71, 22, 1619, 231, 34, 3, 1440, 11, 168, 503, 55, 459, 82, 344, 38, 187, 2]",23
1804,14658330_2,573188,1371,0,noHate,who tf cares ?,1,"[66, 5741, 2479, 21]",4
1805,14659413_1,572344,1371,0,noHate,where do you get that ?,1,"[124, 30, 14, 64, 13, 21]",6
1806,14659413_2,572344,1371,1,noHate,so if a child asks his parents what are they celebrating the parents will answer `` we are celebrating secularism '' ?,1,"[49, 39, 8, 355, 2981, 119, 391, 69, 17, 20, 2146, 3, 391, 47, 1125, 26, 26, 37, 17, 2146, 8921, 63, 21]",23
1807,14665164_1,575459,1371,0,noHate,i just do n't have the extra concern to care about tibet ...,1,"[5, 44, 30, 41, 18, 3, 1737, 2523, 6, 392, 55, 8922, 60]",13
1808,14665164_2,575459,1371,0,hate,my home town is overran with spics and sec 8 coons at this junction .,2,"[29, 177, 254, 11, 8923, 27, 4425, 7, 5742, 810, 4426, 46, 22, 8924, 2]",15
1809,14665164_3,575459,1371,0,noHate,it is called priorities .,1,"[12, 11, 356, 5743, 2]",5
1810,14667441_1,578188,1371,0,noHate,look who is talking .,1,"[147, 66, 11, 503, 2]",5
1811,14667441_2,578188,1371,0,hate,"nothing has ever been as harmful to society as jews , their savage beasts , and their thoughtless gimmiegrunts .",2,"[209, 83, 179, 88, 35, 5744, 6, 699, 35, 190, 4, 42, 1758, 2123, 4, 7, 42, 8925, 8926, 2]",20
1812,14667987_1,593434,1371,0,noHate,for some reason these immigrants do n't have the same bad attitudes us blacks do .,1,"[16, 75, 423, 100, 627, 30, 41, 18, 3, 144, 237, 3410, 111, 135, 30, 2]",16
1813,14667987_2,593434,1371,1,hate,hopefully they wo n't settle in us black communities and pick up their bad habits .,2,"[864, 20, 471, 41, 1917, 10, 111, 76, 1094, 7, 948, 59, 42, 237, 8927, 2]",16
1814,14668181_1,573396,1371,1,hate,"yeah, after losing peanut butter as their claim to fame , they 'll have to fall back on the super soaker .",2,"[414, 4, 204, 1976, 2955, 1919, 35, 42, 997, 6, 8928, 4, 20, 165, 18, 6, 1280, 102, 19, 3, 1538, 5745, 2]",23
1815,14668181_2,573396,1371,1,noHate,"although , the water gun had already been invented , so imo its dumb to call it an `` invention '' . super soaker inventor - youtube",1,"[1093, 4, 3, 444, 493, 94, 466, 88, 1711, 4, 49, 5746, 123, 662, 6, 421, 12, 78, 26, 26, 4427, 63, 2, 1538, 5745, 5747, 15, 67]",28
1816,14669140_1,614415,1371,0,noHate,can we have a warning before pictures like that are posted on here please ?,1,"[57, 37, 18, 8, 1665, 192, 498, 36, 13, 17, 514, 19, 68, 247, 21]",15
1817,14669140_2,614415,1371,0,noHate,or hide it behind a link or something ?,1,"[38, 861, 12, 490, 8, 341, 38, 197, 21]",9
1818,14669767_1,575660,1371,0,hate,"oddly i would find it worst if she here black , since negroes are the most inferior and scum bag humanoid race in our planet .",2,"[8929, 5, 61, 146, 12, 1028, 39, 127, 68, 76, 4, 252, 461, 17, 3, 156, 5380, 7, 579, 1612, 8930, 113, 10, 74, 690, 2]",26
1819,14670062_1,572487,1371,0,noHate,wtf is feminist about a child speaking out against being trafficked to an old pedophile or anyone else objecting to pedophilia ?,1,"[1468, 11, 5748, 55, 8, 355, 1186, 51, 232, 158, 8931, 6, 78, 116, 4071, 38, 151, 282, 8932, 6, 4197, 21]",22
1820,14670062_2,572487,1371,0,noHate,moron,1,[3082],1
1821,14670747_1,576425,1371,2,hate,"yeah, seems negroes are too stupid or too arrogant to use an existing thread , so we see a new `` we be eguptshuns an sheet '' every week or so .",2,"[414, 4, 403, 461, 17, 115, 371, 38, 115, 3083, 6, 220, 78, 5749, 178, 4, 49, 37, 79, 8, 98, 26, 26, 37, 32, 8933, 78, 2661, 63, 140, 313, 38, 49, 2]",34
1822,14670891_1,572134,1371,0,noHate,wow!!!,1,"[824, 24, 24, 24]",4
1823,14670891_2,572134,1371,4,hate,high time they get back to mother affika and fix that mess .,2,"[289, 90, 20, 64, 102, 6, 446, 8934, 7, 3461, 13, 1194, 2]",13
1824,14670891_3,572134,1371,4,noHate,hey negro geniuses !,1,"[325, 231, 3304, 24]",4
1825,14670891_4,572134,1371,4,hate,swim back to liberia--with a jew under each arm !,2,"[3084, 102, 6, 2912, 452, 27, 8, 251, 427, 354, 1977, 24]",12
1826,14671289_1,572225,1371,0,noHate,we're speaking out against our race being destroyed and this guy is making up hypothetical scenarios about snack time and windowless rooms .,1,"[37, 161, 1186, 51, 232, 74, 113, 158, 1978, 7, 22, 264, 11, 613, 59, 5263, 4428, 55, 5750, 90, 7, 8935, 5751, 2]",24
1827,14671289_2,572225,1371,0,noHate,unreal .,1,"[8936, 2]",2
1828,14671292_1,573247,1371,0,noHate,"i can find my way out of the building on my own , thank you .",1,"[5, 57, 146, 29, 120, 51, 9, 3, 1066, 19, 29, 153, 4, 216, 14, 2]",16
1829,14671292_2,573247,1371,0,noHate,we both know you 'll just wait for me to figure it out and then later claim it was really you all along .,1,"[37, 399, 85, 14, 165, 44, 411, 16, 58, 6, 766, 12, 51, 7, 95, 544, 997, 12, 28, 199, 14, 31, 489, 2]",24
1830,14672953_1,578919,1371,0,noHate,who said we invented literally everything useful ?,1,"[66, 195, 37, 1711, 1400, 459, 1921, 21]",8
1831,14672953_2,578919,1371,3,hate,stop showing off south asian functional illiteracy .,2,"[297, 794, 170, 364, 398, 8937, 8938, 2]",8
1832,14672953_3,578919,1371,3,noHate,"and sorry brown-man , your people did not invent ' non-violence ' .",1,"[7, 454, 281, 15, 196, 4, 50, 52, 133, 33, 3442, 45, 175, 15, 1268, 45, 2]",17
1833,14674527_1,614369,1371,0,noHate,i suppose it is okay for everyone else to call me anything they want .,1,"[5, 1170, 12, 11, 1721, 16, 345, 282, 6, 421, 58, 206, 20, 104, 2]",15
1834,14674527_2,614369,1371,0,noHate,i reported dozens of posts but who knows if anything was done .,1,"[5, 1082, 5752, 9, 625, 34, 66, 622, 39, 206, 28, 384, 2]",13
1835,14674790_1,572043,1371,0,noHate,isn't wonderful to both be living in a free nation with a first amendment where you can have your dictionary definition that works for you and i can have my dictionary definition that works for me ?,1,"[11, 41, 1107, 6, 399, 32, 338, 10, 8, 222, 379, 27, 8, 160, 3075, 124, 14, 57, 18, 50, 3340, 1804, 13, 724, 16, 14, 7, 5, 57, 18, 29, 3340, 1804, 13, 724, 16, 58, 21]",38
1836,14674790_2,572043,1371,0,noHate,its a `` win-win '' situation .,1,"[123, 8, 26, 26, 1603, 15, 1603, 63, 1074, 2]",10
1837,14675423_1,605339,1371,0,noHate,i was wondering the same thing .,1,"[5, 28, 870, 3, 144, 185, 2]",7
1838,14675423_2,605339,1371,0,noHate,"maybe it was because of his repeated personal attacks , in violation of the rules of the forum .",1,"[203, 12, 28, 105, 9, 119, 4193, 1139, 1120, 4, 10, 8939, 9, 3, 1347, 9, 3, 240, 2]",19
1839,14675480_1,575539,1371,0,noHate,the black gene always comes out to be the dominant gene .,1,"[3, 76, 1876, 168, 507, 51, 6, 32, 3, 5753, 1876, 2]",12
1840,14675480_2,575539,1371,0,noHate,i have yet to see a half breed that came out dominantly white .,1,"[5, 18, 361, 6, 79, 8, 337, 1089, 13, 311, 51, 8940, 23, 2]",14
1841,14675480_3,575539,1371,0,hate,"anyways , smearing a single dna stem with black dna is horrible .",2,"[2163, 4, 5754, 8, 570, 944, 5755, 27, 76, 944, 11, 2120, 2]",13
1842,14675480_4,575539,1371,0,relation,liberals have this illusion that genes pick and select which genes that get passed down and they think it only passes down the good ones .,3,"[601, 18, 22, 5756, 13, 1909, 948, 7, 5757, 183, 1909, 13, 64, 1530, 139, 7, 20, 92, 12, 96, 3618, 139, 3, 80, 480, 2]",26
1843,14675480_5,575539,1371,0,relation,wrong !,3,"[470, 24]",2
1844,14676151_1,576732,1371,0,noHate,there is plenty of genetic diversity among white people .,1,"[40, 11, 1913, 9, 986, 744, 769, 23, 52, 2]",10
1845,14676151_2,576732,1371,0,noHate,shame on you for using such an ignorant and laughable argument .,1,"[917, 19, 14, 16, 527, 246, 78, 1539, 7, 3619, 2089, 2]",12
1846,14676151_3,576732,1371,0,noHate,whites are not all genetic copies of one another .,1,"[84, 17, 33, 31, 986, 2142, 9, 62, 214, 2]",10
1847,14677631_1,572043,1371,3,noHate,we have a good reason for it to but you people want to get in the way of it .,1,"[37, 18, 8, 80, 423, 16, 12, 6, 34, 14, 52, 104, 6, 64, 10, 3, 120, 9, 12, 2]",20
1848,14677631_2,572043,1371,9,noHate,also it 's not genocide. stop calling it that .,1,"[148, 12, 25, 33, 543, 2, 297, 1429, 12, 13, 2]",11
1849,14677826_1,572816,1371,0,noHate,wow!,1,"[824, 24]",2
1850,14677826_2,572816,1371,0,noHate,thank you so much for enlightening us mystery guest !,1,"[216, 14, 49, 155, 16, 5758, 111, 3620, 5759, 24]",10
1851,14677826_3,572816,1371,0,hate,we can all put down our torches go home and suck some jew d@ck just like you !,2,"[37, 57, 31, 191, 139, 74, 8941, 87, 177, 7, 2058, 75, 251, 8942, 44, 36, 14, 24]",18
1852,14677826_4,572816,1371,0,hate,dumb ass that was just more jew propaganda that shows their ( and ) your idiocy now go away with your bulls@ $ t,2,"[662, 987, 13, 28, 44, 77, 251, 826, 13, 488, 42, 56, 7, 54, 50, 8943, 112, 87, 287, 27, 50, 8944, 284, 573]",24
1853,14678228_1,580521,1371,0,noHate,what happens to a domesticated animal forced to fend for itself ?,1,"[69, 839, 6, 8, 4429, 974, 915, 6, 8945, 16, 991, 21]",12
1854,14678228_2,580521,1371,0,noHate,the above poster is correct when we stop supporting then they 're in terrible danger .,1,"[3, 661, 1195, 11, 1062, 70, 37, 297, 1805, 95, 20, 161, 10, 1529, 3085, 2]",16
1855,30384185_1,574483,1354,0,noHate,blacks built the pyramids and the white house .,1,"[135, 775, 3, 8946, 7, 3, 23, 265, 2]",9
1856,30384185_2,574483,1354,5,noHate,the lone ranger was black annie was a little black girl there were black vikings spartacus was black hercules was black the jews have two choices for past historical figures make them to be black or make them out to be crazy genocide white maniacs like in christopher columbus,1,"[3, 3586, 5760, 28, 76, 8947, 28, 8, 201, 76, 266, 40, 93, 76, 8948, 8949, 28, 76, 8950, 28, 76, 3, 190, 18, 180, 3086, 16, 616, 2662, 1390, 149, 53, 6, 32, 76, 38, 149, 53, 51, 6, 32, 1118, 543, 23, 8951, 36, 10, 5761, 3008]",49
1857,30389753_1,585320,1388,0,noHate,"putting it out there that i am in for a meet up , feel free to private message me .",1,"[1253, 12, 51, 40, 13, 5, 136, 10, 16, 8, 320, 59, 4, 260, 222, 6, 1126, 386, 58, 2]",20
1858,30389753_2,585320,1388,0,noHate,i am located in vancouver,1,"[5, 136, 2958, 10, 1318]",5
1859,30389836_1,572367,1388,0,noHate,"someone always gets shot at that event , this year it 'll probably be much worse .",1,"[211, 168, 475, 598, 46, 13, 783, 4, 22, 143, 12, 165, 318, 32, 155, 678, 2]",17
1860,30389836_2,572367,1388,0,hate,"the blmtards are here , they crashed the lbbqwtf parade last month ( lol ) .",2,"[3, 8952, 17, 68, 4, 20, 8953, 3, 8954, 1374, 157, 642, 56, 366, 54, 2]",16
1861,30389836_3,572367,1388,0,hate,i guess the yonge st retail district will be smashed and looted .,2,"[5, 330, 3, 8955, 495, 2663, 2028, 47, 32, 3395, 7, 8956, 2]",13
1862,30392180_1,573148,1362,0,noHate,"we do n't have black riots in texas , and the blacks know why .",1,"[37, 30, 41, 18, 76, 2664, 10, 608, 4, 7, 3, 135, 85, 164, 2]",15
1863,30392180_2,573148,1362,0,noHate,but one day there was a group of big black females gathered in front of the houston city hall .,1,"[34, 62, 117, 40, 28, 8, 253, 9, 283, 76, 1081, 5360, 10, 388, 9, 3, 1644, 262, 1679, 2]",20
1864,30392180_3,573148,1362,0,noHate,"hpd immediately responded with a few officers , but were confused as to what they should do about this .",1,"[8957, 2567, 4430, 27, 8, 108, 2164, 4, 34, 93, 3087, 35, 6, 69, 20, 101, 30, 55, 22, 2]",20
1865,30392180_4,573148,1362,0,noHate,"when the local tv station ran the video and explanation of the event , the news anchors could not keep a straight face and its all broke down into uncontrollable laughter .",1,"[70, 3, 542, 267, 1135, 1270, 3, 145, 7, 2873, 9, 3, 783, 4, 3, 176, 8958, 134, 33, 244, 8, 952, 487, 7, 123, 31, 1572, 139, 130, 8959, 8960, 2]",32
1866,30392180_5,573148,1362,0,noHate,"the big black females where shouting `` we want real teachers for our chilrens , we do n't want dem blacks you ben sendin us , we want real teachers jus like yo got in dem white people 's schools ! ''",1,"[3, 283, 76, 1081, 124, 5269, 26, 26, 37, 104, 376, 387, 16, 74, 8961, 4, 37, 30, 41, 104, 2665, 135, 14, 5702, 8962, 111, 4, 37, 104, 376, 387, 4431, 36, 1806, 121, 10, 2665, 23, 52, 25, 263, 24, 63]",43
